,Games,AtBase,Hits
59153,15,0,0
59154,25,74,14
59155,10,20,4
59156,64,165,42
59157,102,339,94
59158,14,11,2
59159,11,12,2
59160,48,9,0
59161,23,51,7
59162,5,3,0
59163,16,28,4
59164,22,2,0
59165,35,101,19
59166,24,0,0
59167,84,283,65
59168,45,2,0
59169,80,333,96
59170,58,129,30
59171,80,218,54
59172,103,363,94
59173,86,223,54
59174,57,115,19
59175,49,95,26
59176,69,226,54
59177,9,16,3
59178,51,5,0
59179,27,0,0
59180,21,0,0
59181,14,24,4
59182,4,8,1
59183,22,0,0
59184,45,63,15
59185,105,392,101
59186,4,0,0
59187,56,149,39
59188,94,349,100
59189,20,0,0
59190,18,0,0
59191,11,1,0
59192,33,31,7
59193,10,12,2
59194,50,92,17
59195,4,0,0
59196,9,0,0
59197,16,0,0
59198,62,59,9
59199,61,111,19
59200,38,4,1
59201,31,31,5
59202,17,23,5
59203,22,76,16
59204,48,169,35
59205,25,64,16
59206,80,240,51
59207,18,32,6
59208,25,0,0
59209,75,221,54
59210,5,0,0
59211,6,6,0
59212,24,0,0
59213,20,26,10
59214,11,1,0
59215,50,85,22
59216,22,0,0
59217,12,7,1
59218,6,17,6
59219,71,212,50
59220,30,71,19
59221,65,158,37
59222,12,6,0
59223,85,295,78
59224,85,320,93
59225,28,84,19
59226,98,339,77
59227,89,301,76
59228,59,156,33
59229,5,0,0
59230,14,19,2
59231,23,45,10
59232,32,73,18
59233,22,41,6
59234,2,8,2
59235,34,55,6
59236,9,5,1
59237,109,335,88
59238,94,364,91
59239,59,119,26
59240,2,0,0
59241,7,9,1
59242,22,33,3
59243,74,195,46
59244,1,1,0
59245,15,14,5
59246,24,0,0
59247,93,305,75
59248,23,0,0
59249,2,2,1
59250,20,0,0
59251,102,410,103
59252,92,328,89
59253,102,439,133
59254,105,388,114
59255,18,25,1
59256,22,0,0
59257,70,172,37
59258,50,68,11
59259,85,288,71
59260,54,110,23
59261,17,0,0
59262,47,150,37
59263,91,338,83
59264,42,86,18
59265,18,27,6
59266,43,143,50
59267,96,377,103
59268,24,38,6
59269,25,0,0
59270,94,357,111
59271,24,0,0
59272,30,66,17
59273,8,14,2
59274,1,0,0
59275,50,56,15
59276,134,466,131
59277,16,0,0
59278,92,264,54
59279,50,6,1
59280,111,308,79
59281,29,4,1
59282,7,0,0
59283,25,0,0
59284,40,0,0
59285,38,95,15
59286,40,0,0
59287,138,536,125
59288,52,0,0
59289,7,0,0
59290,10,0,0
59291,100,339,87
59292,20,0,0
59293,64,128,39
59294,96,261,71
59295,7,0,0
59296,8,0,0
59297,8,0,0
59298,110,376,104
59299,161,608,165
59300,63,13,1
59301,9,20,5
59302,147,570,171
59303,5,0,0
59304,33,107,20
59305,4,0,0
59306,66,184,39
59307,101,348,93
59308,35,0,0
59309,139,394,97
59310,33,0,0
59311,6,0,0
59312,61,0,0
59313,46,51,13
59314,8,18,1
59315,10,19,3
59316,53,32,8
59317,18,9,0
59318,12,24,1
59319,13,30,6
59320,16,48,10
59321,12,12,1
59322,157,608,160
59323,54,0,0
59324,28,0,0
59325,19,7,0
59326,64,26,1
59327,54,50,12
59328,148,537,159
59329,9,2,1
59330,4,9,3
59331,119,399,103
59332,118,386,95
59333,112,196,52
59334,4,7,1
59335,34,62,15
59336,2,0,0
59337,100,121,33
59338,47,0,0
59339,137,540,138
59340,156,529,139
59341,64,123,31
59342,3,2,1
59343,97,184,57
59344,35,56,8
59345,23,0,0
59346,23,42,8
59347,31,0,0
59348,4,0,0
59349,144,509,151
59350,17,49,15
59351,7,0,0
59352,24,60,13
59353,10,17,4
59354,104,338,118
59355,3,0,0
59356,19,0,0
59357,16,0,0
59358,45,182,51
59359,140,437,128
59360,41,77,13
59361,143,472,121
59362,10,5,1
59363,10,1,0
59364,7,0,0
59365,23,0,0
59366,6,15,3
59367,22,46,8
59368,8,0,0
59369,142,499,123
59370,3,0,0
59371,8,3,1
59372,58,62,17
59373,54,29,6
59374,65,180,51
59375,30,0,0
59376,144,552,166
59377,48,48,6
59378,18,17,2
59379,126,457,114
59380,140,398,92
59381,40,108,29
59382,79,245,59
59383,8,18,6
59384,3,0,0
59385,35,64,15
59386,127,463,126
59387,22,2,0
59388,10,0,0
59389,161,657,201
59390,56,154,34
59391,150,562,147
59392,40,0,0
59393,11,45,7
59394,28,0,0
59395,37,28,5
59396,113,285,79
59397,55,119,29
59398,18,0,0
59399,54,126,32
59400,89,240,52
59401,19,24,3
59402,125,464,121
59403,35,0,0
59404,62,7,1
59405,51,41,1
59406,33,54,12
59407,17,1,0
59408,13,15,4
59409,138,523,167
59410,38,101,22
59411,154,557,163
59412,40,0,0
59413,47,120,25
59414,117,410,99
59415,138,506,130
59416,1,0,0
59417,21,0,0
59418,70,0,0
59419,138,492,142
59420,89,300,68
59421,150,556,141
59422,157,534,144
59423,22,56,12
59424,51,8,0
59425,33,67,5
59426,9,7,1
59427,40,0,0
59428,102,90,19
59429,37,0,0
59430,157,563,154
59431,55,0,0
59432,3,0,0
59433,111,348,88
59434,37,0,0
59435,147,572,164
59436,74,205,48
59437,5,0,0
59438,155,654,205
59439,6,0,0
59440,10,0,0
59441,33,0,0
59442,146,560,151
59443,17,15,3
59444,2,4,0
59445,49,65,15
59446,5,0,0
59447,9,0,0
59448,144,497,126
59449,4,4,0
59450,65,93,22
59451,17,19,4
59452,155,570,157
59453,154,549,133
59454,136,492,113
59455,26,37,11
59456,8,0,0
59457,11,0,0
59458,56,0,0
59459,158,558,156
59460,154,641,167
59461,28,68,19
59462,3,7,2
59463,39,77,14
59464,130,418,109
59465,23,75,30
59466,63,0,0
59467,29,0,0
59468,148,608,183
59469,20,20,5
59470,153,575,173
59471,161,536,128
59472,24,21,4
59473,61,11,1
59474,3,1,0
59475,125,344,88
59476,9,0,0
59477,21,0,0
59478,4,6,1
59479,59,160,27
59480,46,146,32
59481,122,370,92
59482,144,525,151
59483,19,3,0
59484,4,0,0
59485,16,41,7
59486,104,379,89
59487,6,8,0
59488,26,97,27
59489,34,0,0
59490,158,623,175
59491,32,23,3
59492,149,516,139
59493,148,539,168
59494,71,148,45
59495,80,212,49
59496,142,475,131
59497,28,0,0
59498,33,0,0
59499,9,2,1
59500,40,104,29
59501,71,55,10
59502,69,178,44
59503,31,55,5
59504,7,0,0
59505,34,99,30
59506,58,186,42
59507,7,0,0
59508,16,0,0
59509,38,0,0
59510,3,2,0
59511,48,153,42
59512,17,31,8
59513,141,465,119
59514,162,609,178
59515,90,255,62
59516,28,67,10
59517,40,53,6
59518,47,11,0
59519,5,0,0
59520,48,0,0
59521,36,84,19
59522,8,12,1
59523,5,0,0
59524,50,0,0
59525,3,5,0
59526,112,276,74
59527,135,476,127
59528,36,0,0
59529,122,379,100
59530,11,24,4
59531,5,0,0
59532,88,270,57
59533,58,193,47
59534,27,36,4
59535,150,480,121
59536,17,48,7
59537,123,421,99
59538,36,73,15
59539,37,0,0
59540,56,2,0
59541,151,550,136
59542,21,26,3
59543,16,29,8
59544,46,131,42
59545,63,0,0
59546,16,34,7
59547,21,0,0
59548,60,9,2
59549,145,508,117
59550,7,8,0
59551,33,48,6
59552,108,316,86
59553,132,447,132
59554,69,15,2
59555,147,597,185
59556,34,76,16
59557,141,384,92
59558,155,588,161
59559,1,0,0
59560,162,625,176
59561,32,0,0
59562,36,121,28
59563,92,289,72
59564,16,0,0
59565,53,119,32
59566,69,266,74
59567,45,138,29
59568,3,0,0
59569,47,0,0
59570,2,1,0
59571,28,0,0
59572,42,87,21
59573,17,52,11
59574,5,0,0
59575,3,1,0
59576,56,0,0
59577,30,0,0
59578,80,269,69
59579,17,28,8
59580,76,166,47
59581,145,506,132
59582,162,539,130
59583,127,484,134
59584,7,1,0
59585,6,9,2
59586,21,0,0
59587,119,134,40
59588,129,386,97
59589,103,308,86
59590,10,5,0
59591,150,575,175
59592,34,0,0
59593,5,6,0
59594,34,82,10
59595,50,145,29
59596,5,0,0
59597,37,0,0
59598,7,17,3
59599,54,190,55
59600,32,0,0
59601,85,90,21
59602,5,0,0
59603,24,80,21
59604,29,59,4
59605,46,126,29
59606,11,14,0
59607,20,5,2
59608,23,0,0
59609,160,591,160
59610,20,29,8
59611,48,150,43
59612,162,602,183
59613,35,18,3
59614,113,323,81
59615,54,0,0
59616,84,277,69
59617,21,2,0
59618,3,0,0
59619,33,0,0
59620,15,15,0
59621,26,4,0
59622,150,527,132
59623,1,1,0
59624,101,318,77
59625,8,0,0
59626,68,179,49
59627,25,70,21
59628,85,198,47
59629,104,324,82
59630,149,536,143
59631,92,257,60
59632,136,515,145
59633,8,0,0
59634,160,579,173
59635,2,2,0
59636,8,9,0
59637,75,3,0
59638,157,614,179
59639,135,493,131
59640,60,0,0
59641,53,88,23
59642,6,15,4
59643,9,31,4
59644,30,58,10
59645,80,228,56
59646,150,469,98
59647,58,34,2
59648,4,9,2
59649,30,0,0
59650,30,0,0
59651,21,35,3
59652,140,499,130
59653,113,418,97
59654,34,0,0
59655,138,417,88
59656,33,39,7
59657,110,365,87
59658,6,0,0
59659,98,300,78
59660,66,7,0
59661,39,0,0
59662,31,3,1
59663,140,532,160
59664,145,532,132
59665,46,5,0
59666,19,34,7
59667,28,0,0
59668,102,238,70
59669,129,417,119
59670,7,7,1
59671,7,6,2
59672,80,259,60
59673,13,0,0
59674,20,0,0
59675,1,0,0
59676,153,530,146
59677,53,142,47
59678,48,0,0
59679,7,0,0
59680,12,0,0
59681,34,67,10
59682,20,56,7
59683,73,214,51
59684,54,155,49
59685,21,13,1
59686,98,269,67
59687,105,324,84
59688,89,234,58
59689,27,46,11
59690,8,14,4
59691,17,32,7
59692,70,98,23
59693,36,57,11
59694,30,0,0
59695,7,0,0
59696,4,0,0
59697,18,0,0
59698,58,139,31
59699,28,27,4
59700,116,424,120
59701,120,114,29
59702,12,21,7
59703,62,12,0
59704,7,0,0
59705,22,71,12
59706,19,0,0
59707,2,1,0
59708,34,49,8
59709,160,580,166
59710,105,242,53
59711,153,562,166
59712,34,0,0
59713,50,7,0
59714,13,0,0
59715,23,0,0
59716,149,535,109
59717,3,0,0
59718,33,0,0
59719,20,29,7
59720,55,157,28
59721,33,52,3
59722,59,133,25
59723,158,609,179
59724,42,0,0
59725,13,3,0
59726,94,187,53
59727,33,72,13
59728,107,218,61
59729,21,26,5
59730,55,7,0
59731,41,24,6
59732,121,359,112
59733,16,0,0
59734,8,10,4
59735,27,88,23
59736,33,13,1
59737,44,0,0
59738,17,39,7
59739,73,111,21
59740,129,461,131
59741,79,72,20
59742,33,1,0
59743,128,482,145
59744,13,22,4
59745,42,38,2
59746,25,0,0
59747,12,11,3
59748,32,62,8
59749,93,306,78
59750,68,13,2
59751,49,165,35
59752,121,336,107
59753,114,359,101
59754,27,65,8
59755,82,218,52
59756,21,8,1
59757,38,0,0
59758,7,0,0
59759,102,239,57
59760,91,334,96
59761,36,25,2
59762,130,436,94
59763,125,436,116
59764,21,0,0
59765,80,278,72
59766,21,0,0
59767,6,8,2
59768,28,1,0
59769,4,0,0
59770,1,0,0
59771,138,470,136
59772,77,191,57
59773,16,2,0
59774,29,42,9
59775,33,0,0
59776,36,85,21
59777,128,450,109
59778,19,0,0
59779,44,49,11
59780,15,31,6
59781,122,322,103
59782,65,14,0
59783,159,583,170
59784,34,2,1
59785,11,0,0
59786,43,33,0
59787,138,472,141
59788,119,412,117
59789,154,568,181
59790,6,0,0
59791,39,58,11
59792,6,4,0
59793,64,221,50
59794,13,35,8
59795,152,562,152
59796,2,5,1
59797,49,95,23
59798,96,260,63
59799,40,0,0
59800,147,519,138
59801,24,11,1
59802,30,49,13
59803,76,0,0
59804,28,42,6
59805,4,0,0
59806,33,0,0
59807,162,616,173
59808,7,12,2
59809,25,39,3
59810,17,33,9
59811,69,215,45
59812,42,91,28
59813,114,395,104
59814,41,0,0
59815,58,195,47
59816,37,128,34
59817,27,85,31
59818,21,0,0
59819,34,0,0
59820,4,1,0
59821,123,422,125
59822,4,0,0
59823,34,2,0
59824,37,0,0
59825,3,1,0
59826,78,212,42
59827,21,0,0
59828,44,0,0
59829,159,613,189
59830,27,6,1
59831,20,32,6
59832,21,0,0
59833,10,0,0
59834,12,17,2
59835,9,17,2
59836,120,383,92
59837,14,27,4
59838,29,98,23
59839,82,291,80
59840,14,25,1
59841,135,409,104
59842,54,67,15
59843,113,407,109
59844,26,28,3
59845,33,25,6
59846,78,17,3
59847,40,0,0
59848,124,454,113
59849,30,2,0
59850,65,66,13
59851,19,14,4
59852,160,666,201
59853,104,210,54
59854,96,275,78
59855,47,9,1
59856,36,32,9
59857,18,16,1
59858,32,58,5
59859,133,456,116
59860,16,1,0
59861,21,67,15
59862,28,0,0
59863,65,116,33
59864,3,3,0
59865,35,30,9
59866,138,476,124
59867,13,0,0
59868,11,3,0
59869,158,645,158
59870,134,463,134
59871,30,0,0
59872,37,0,0
59873,51,166,37
59874,44,86,24
59875,147,487,115
59876,22,44,14
59877,13,11,1
59878,1,1,0
59879,112,311,76
59880,123,477,143
59881,35,53,3
59882,65,141,32
59883,162,598,168
59884,151,543,129
59885,56,0,0
59886,151,550,174
59887,12,0,0
59888,39,94,21
59889,22,0,0
59890,122,405,94
59891,72,251,50
59892,92,245,74
59893,39,100,28
59894,55,3,0
59895,35,89,8
59896,35,87,17
59897,20,2,2
59898,77,219,51
59899,31,56,6
59900,44,115,32
59901,1,4,2
59902,28,70,18
59903,53,66,14
59904,3,3,0
59905,29,0,0
59906,8,0,0
59907,28,65,16
59908,137,470,136
59909,21,45,10
59910,20,67,16
59911,23,0,0
59912,151,549,143
59913,3,3,1
59914,159,602,147
59915,22,0,0
59916,160,617,204
59917,92,291,80
59918,54,14,2
59919,86,115,25
59920,7,15,3
59921,125,475,136
59922,54,0,0
59923,2,3,1
59924,9,15,3
59925,3,0,0
59926,21,0,0
59927,104,382,119
59928,23,18,3
59929,31,78,20
59930,13,24,1
59931,36,0,0
59932,12,29,3
59933,73,244,66
59934,128,440,116
59935,133,486,138
59936,28,0,0
59937,31,58,10
59938,11,16,3
59939,29,0,0
59940,138,497,147
59941,93,219,52
59942,16,18,3
59943,69,196,51
59944,125,347,94
59945,32,0,0
59946,16,44,16
59947,35,0,0
59948,10,5,1
59949,29,39,8
59950,10,8,2
59951,14,8,1
59952,40,81,17
59953,18,49,11
59954,22,21,6
59955,102,261,80
59956,15,10,2
59957,55,118,30
59958,2,0,0
59959,56,120,33
59960,24,62,9
59961,24,27,3
59962,3,0,0
59963,120,373,86
59964,112,265,73
59965,12,6,0
59966,59,3,1
59967,44,14,4
59968,5,4,2
59969,73,152,41
59970,145,507,133
59971,65,176,35
59972,36,48,6
59973,43,122,28
59974,36,78,18
59975,72,0,0
59976,2,2,1
59977,27,0,0
59978,156,647,179
59979,80,162,42
59980,13,23,4
59981,157,609,169
59982,4,11,1
59983,8,26,4
59984,112,256,59
59985,30,46,8
59986,144,553,155
59987,15,44,7
59988,8,3,0
59989,47,0,0
59990,34,53,7
59991,162,647,182
59992,5,6,1
59993,75,10,1
59994,27,0,0
59995,20,83,18
59996,7,0,0
59997,6,0,0
59998,57,12,4
59999,7,10,0
60000,155,636,178
60001,31,0,0
60002,39,77,17
60003,14,40,6
60004,55,135,29
60005,29,82,17
60006,54,118,30
60007,2,4,0
60008,36,83,22
60009,16,18,6
60010,145,573,177
60011,132,521,149
60012,119,402,97
60013,33,0,0
60014,11,10,1
60015,160,598,158
60016,28,38,5
60017,5,10,1
60018,19,68,16
60019,44,118,26
60020,22,1,0
60021,28,33,6
60022,31,73,17
60023,40,105,24
60024,31,71,17
60025,35,69,18
60026,43,85,24
60027,118,257,62
60028,3,9,3
60029,137,393,106
60030,109,143,37
60031,35,85,11
60032,52,144,36
60033,46,10,3
60034,15,5,1
60035,11,15,4
60036,162,634,172
60037,4,0,0
60038,2,0,0
60039,108,261,77
60040,8,0,0
60041,27,0,0
60042,71,193,41
60043,31,41,4
60044,4,2,0
60045,153,497,136
60046,33,64,7
60047,6,13,1
60048,35,83,10
60049,136,343,89
60050,145,524,127
60051,10,1,0
60052,97,360,94
60053,7,14,4
60054,46,0,0
60055,26,37,7
60056,156,635,172
60057,32,57,8
60058,35,47,9
60059,31,0,0
60060,2,2,0
60061,150,638,180
60062,13,8,1
60063,26,5,2
60064,6,2,1
60065,33,0,0
60066,148,514,144
60067,6,0,0
60068,129,365,80
60069,12,13,2
60070,37,48,7
60071,14,25,5
60072,10,26,5
60073,132,460,110
60074,76,21,5
60075,22,34,6
60076,3,0,0
60077,11,0,0
60078,65,169,38
60079,69,139,34
60080,26,35,11
60081,41,42,6
60082,11,1,1
60083,47,41,6
60084,137,539,145
60085,105,296,76
60086,37,81,11
60087,156,561,141
60088,8,0,0
60089,2,0,0
60090,4,3,2
60091,39,0,0
60092,43,115,32
60093,4,13,2
60094,142,486,125
60095,47,8,0
60096,2,2,0
60097,49,2,0
60098,42,42,10
60099,48,41,12
60100,72,16,1
60101,156,592,182
60102,8,0,0
60103,140,488,121
60104,9,23,5
60105,106,349,99
60106,12,15,2
60107,6,0,0
60108,32,0,0
60109,38,0,0
60110,37,84,14
60111,156,530,136
60112,33,101,17
60113,65,0,0
60114,38,61,17
60115,29,0,0
60116,116,195,52
60117,17,0,0
60118,48,0,0
60119,101,228,44
60120,56,0,0
60121,150,538,142
60122,74,73,17
60123,112,219,53
60124,98,352,103
60125,2,0,0
60126,85,184,44
60127,6,0,0
60128,10,0,0
60129,1,1,0
60130,45,39,7
60131,40,0,0
60132,38,0,0
60133,9,0,0
60134,50,0,0
60135,26,47,8
60136,23,42,5
60137,63,101,23
60138,2,6,2
60139,70,125,31
60140,139,470,118
60141,34,0,0
60142,70,8,1
60143,27,68,11
60144,7,0,0
60145,37,44,8
60146,3,3,1
60147,88,258,66
60148,26,58,10
60149,25,85,20
60150,30,0,0
60151,11,3,1
60152,48,87,14
60153,85,14,1
60154,141,563,139
60155,66,124,32
60156,3,5,2
60157,66,98,26
60158,158,567,139
60159,156,550,156
60160,49,74,27
60161,136,496,137
60162,161,589,161
60163,6,0,0
60164,65,6,0
60165,12,13,2
60166,8,20,2
60167,51,0,0
60168,38,70,8
60169,15,26,5
60170,1,0,0
60171,31,0,0
60172,157,489,126
60173,120,355,89
60174,149,549,149
60175,25,0,0
60176,32,0,0
60177,10,0,0
60178,5,4,0
60179,85,210,52
60180,25,0,0
60181,33,0,0
60182,56,0,0
60183,19,14,0
60184,160,580,155
60185,78,189,48
60186,28,20,5
60187,111,337,97
60188,38,95,16
60189,78,0,0
60190,51,137,25
60191,8,8,3
60192,71,199,53
60193,28,52,10
60194,71,125,28
60195,40,54,18
60196,22,0,0
60197,49,101,24
60198,30,0,0
60199,123,335,91
60200,60,179,43
60201,25,0,0
60202,32,51,10
60203,86,239,52
60204,11,17,7
60205,158,596,160
60206,17,21,5
60207,85,146,30
60208,13,15,3
60209,152,570,165
60210,150,563,150
60211,119,451,122
60212,119,437,125
60213,121,448,121
60214,7,17,4
60215,57,114,28
60216,38,85,12
60217,2,0,0
60218,6,4,1
60219,15,54,11
60220,28,42,11
60221,22,59,12
60222,41,15,2
60223,1,0,0
60224,84,143,34
60225,152,560,160
60226,145,524,156
60227,69,115,28
60228,40,0,0
60229,105,284,74
60230,72,254,65
60231,6,0,0
60232,30,0,0
60233,25,81,13
60234,55,102,25
60235,26,0,0
60236,128,419,114
60237,84,322,94
60238,159,639,178
60239,136,585,194
60240,140,539,151
60241,1,0,0
60242,33,0,0
60243,70,193,58
60244,97,250,64
60245,85,201,47
60246,117,245,66
60247,150,557,147
60248,7,0,0
60249,14,8,1
60250,24,86,18
60251,63,191,56
60252,131,459,126
60253,82,196,48
60254,40,98,27
60255,80,202,52
60256,40,90,18
60257,6,2,0
60258,156,635,210
60259,36,38,3
60260,34,0,0
60261,131,503,147
60262,2,1,0
60263,14,0,0
60264,7,0,0
60265,38,0,0
60266,58,112,28
60267,10,20,1
60268,39,0,0
60269,2,4,1
60270,125,410,124
60271,8,0,0
60272,17,0,0
60273,84,230,53
60274,86,273,61
60275,21,10,0
60276,25,39,5
60277,11,12,2
60278,143,451,120
60279,31,2,0
60280,39,0,0
60281,61,115,19
60282,50,102,22
60283,17,2,0
60284,39,73,6
60285,34,0,0
60286,145,574,125
60287,59,0,0
60288,87,275,63
60289,35,56,10
60290,29,1,0
60291,34,0,0
60292,47,104,23
60293,26,42,7
60294,33,0,0
60295,118,340,85
60296,156,596,167
60297,26,2,0
60298,27,0,0
60299,149,531,138
60300,35,0,0
60301,8,0,0
60302,32,86,20
60303,48,121,31
60304,117,377,100
60305,34,0,0
60306,128,388,98
60307,8,6,1
60308,24,0,0
60309,6,8,1
60310,4,0,0
60311,15,34,7
60312,52,0,0
60313,33,44,10
60314,53,15,2
60315,88,195,46
60316,144,534,162
60317,43,0,0
60318,30,0,0
60319,42,5,1
60320,70,19,2
60321,1,0,0
60322,14,12,4
60323,5,0,0
60324,156,618,171
60325,39,112,30
60326,4,1,0
60327,110,310,79
60328,134,423,126
60329,92,315,96
60330,32,55,12
60331,37,0,0
60332,90,140,40
60333,59,233,61
60334,80,300,80
60335,161,537,135
60336,4,0,0
60337,74,156,38
60338,6,15,3
60339,29,18,2
60340,66,116,32
60341,109,298,71
60342,22,0,0
60343,3,8,1
60344,29,75,17
60345,24,0,0
60346,6,15,3
60347,19,0,0
60348,24,0,0
60349,23,42,9
60350,27,0,0
60351,5,0,0
60352,153,582,210
60353,152,556,132
60354,121,377,120
60355,6,0,0
60356,6,1,0
60357,142,468,120
60358,11,4,0
60359,43,72,21
60360,147,499,133
60361,15,0,0
60362,6,0,0
60363,73,104,21
60364,23,67,18
60365,5,14,2
60366,78,92,25
60367,15,11,2
60368,32,67,10
60369,104,281,63
60370,11,0,0
60371,123,464,144
60372,14,0,0
60373,146,455,102
60374,150,586,147
60375,138,332,71
60376,56,185,51
60377,57,225,60
60378,10,0,0
60379,91,309,84
60380,19,0,0
60381,31,104,24
60382,12,0,0
60383,45,87,24
60384,151,542,123
60385,59,4,0
60386,153,626,175
60387,5,5,0
60388,124,378,104
60389,51,0,0
60390,33,119,34
60391,29,0,0
60392,40,39,9
60393,121,401,108
60394,124,373,93
60395,38,0,0
60396,4,5,1
60397,151,549,154
60398,24,38,9
60399,121,392,122
60400,32,0,0
60401,4,0,0
60402,18,8,0
60403,4,0,0
60404,60,143,46
60405,82,10,1
60406,40,39,3
60407,33,65,9
60408,10,0,0
60409,8,2,0
60410,129,472,160
60411,37,97,19
60412,1,0,0
60413,145,541,146
60414,23,51,9
60415,27,0,0
60416,23,36,10
60417,142,563,156
60418,91,203,42
60419,67,119,23
60420,18,0,0
60421,4,0,0
60422,63,0,0
60423,98,332,77
60424,80,246,54
60425,159,581,160
60426,31,67,14
60427,131,447,125
60428,15,1,0
60429,9,17,1
60430,7,2,0
60431,9,17,1
60432,19,18,6
60433,6,1,0
60434,34,0,0
60435,76,212,49
60436,41,0,0
60437,135,492,132
60438,10,0,0
60439,48,0,0
60440,5,0,0
60441,37,0,0
60442,27,92,26
60443,118,402,109
60444,3,1,0
60445,143,528,123
60446,80,219,53
60447,8,10,1
60448,39,0,0
60449,160,661,203
60450,4,0,0
60451,11,0,0
60452,3,0,0
60453,8,2,1
60454,110,356,73
60455,12,27,2
60456,25,0,0
60457,120,360,100
60458,50,44,8
60459,160,594,189
60460,61,181,46
60461,99,334,84
60462,65,216,41
60463,81,221,46
60464,17,0,0
60465,7,19,2
60466,37,0,0
60467,5,10,1
60468,28,0,0
60469,140,459,108
60470,2,3,1
60471,33,122,42
60472,137,486,113
60473,5,15,5
60474,151,510,138
60475,20,30,4
60476,128,443,122
60477,66,0,0
60478,34,0,0
60479,48,9,2
60480,159,633,189
60481,11,29,6
60482,25,32,7
60483,95,370,104
60484,4,0,0
60485,5,0,0
60486,158,497,126
60487,15,34,2
60488,65,14,2
60489,128,347,80
60490,36,77,13
60491,131,417,99
60492,122,221,51
60493,136,471,111
60494,54,5,0
60495,6,7,2
60496,32,68,13
60497,4,3,0
60498,7,0,0
60499,53,6,1
60500,4,0,0
60501,154,535,145
60502,35,0,0
60503,113,403,99
60504,13,37,11
60505,28,61,6
60506,122,386,107
60507,12,24,6
60508,100,337,87
60509,100,196,56
60510,127,256,59
60511,115,381,117
60512,13,1,0
60513,41,0,0
60514,28,0,0
60515,29,63,12
60516,51,74,22
60517,28,0,0
60518,2,7,2
60519,120,374,114
60520,5,0,0
60521,85,302,80
60522,10,23,6
60523,20,11,3
60524,48,93,19
60525,142,523,145
60526,126,470,112
60527,51,173,48
60528,19,22,6
60529,33,26,3
60530,12,6,1
60531,5,0,0
60532,12,27,2
60533,2,1,1
60534,15,34,9
60535,26,0,0
60536,54,148,37
60537,3,0,0
60538,95,225,47
60539,138,488,141
60540,8,20,2
60541,20,0,0
60542,92,214,50
60543,114,262,62
60544,143,452,107
60545,68,98,20
60546,88,330,83
60547,15,0,0
60548,103,407,114
60549,37,54,13
60550,31,0,0
60551,56,8,4
60552,157,601,145
60553,149,560,153
60554,120,230,59
60555,61,0,0
60556,32,60,17
60557,6,0,0
60558,6,4,1
60559,157,584,143
60560,4,3,0
60561,10,27,3
60562,33,20,3
60563,74,180,47
60564,161,603,170
60565,43,3,0
60566,131,525,161
60567,84,118,34
60568,17,32,2
60569,154,567,135
60570,5,9,2
60571,100,388,114
60572,81,204,60
60573,47,0,0
60574,38,87,18
60575,3,4,1
60576,27,0,0
60577,128,401,91
60578,145,400,98
60579,18,63,14
60580,11,0,0
60581,15,0,0
60582,12,21,3
60583,25,4,1
60584,57,0,0
60585,34,0,0
60586,5,6,0
60587,16,20,3
60588,1,1,0
60589,41,78,14
60590,146,422,120
60591,120,387,113
60592,162,528,132
60593,118,458,140
60594,136,245,74
60595,17,33,3
60596,137,339,79
60597,57,134,34
60598,49,22,2
60599,160,584,174
60600,32,0,0
60601,34,82,11
60602,23,47,10
60603,26,0,0
60604,35,0,0
60605,5,10,3
60606,39,55,6
60607,86,304,94
60608,26,0,0
60609,9,5,0
60610,101,126,37
60611,10,8,0
60612,112,410,116
60613,23,59,6
60614,101,256,70
60615,5,0,0
60616,134,469,134
60617,61,131,29
60618,80,201,53
60619,138,526,140
60620,1,1,0
60621,117,341,92
60622,42,0,0
60623,106,375,119
60624,16,0,0
60625,21,31,2
60626,60,5,0
60627,124,351,93
60628,6,6,0
60629,96,345,97
60630,39,0,0
60631,78,162,43
60632,115,253,64
60633,16,0,0
60634,137,484,130
60635,145,513,150
60636,121,436,128
60637,144,529,168
60638,8,0,0
60639,55,218,62
60640,95,320,98
60641,64,203,50
60642,11,2,1
60643,63,13,5
60644,153,603,182
60645,89,313,101
60646,8,0,0
60647,23,0,0
60648,53,158,42
60649,58,133,30
60650,7,16,7
60651,110,250,65
60652,143,473,123
60653,11,0,0
60654,68,7,0
60655,35,23,5
60656,25,0,0
60657,9,12,1
60658,27,0,0
60659,33,50,8
60660,104,386,117
60661,94,304,67
60662,34,0,0
60663,123,380,97
60664,1,3,1
60665,19,0,0
60666,69,194,54
60667,46,8,1
60668,36,0,0
60669,141,515,153
60670,148,517,136
60671,6,7,1
60672,27,54,5
60673,13,0,0
60674,6,5,1
60675,48,5,0
60676,2,0,0
60677,13,33,6
60678,33,0,0
60679,58,116,31
60680,122,375,103
60681,12,42,9
60682,4,0,0
60683,116,397,77
60684,102,348,80
60685,49,0,0
60686,4,8,0
60687,4,0,0
60688,27,7,2
60689,11,20,2
60690,11,0,0
60691,13,8,1
60692,33,53,13
60693,36,86,15
60694,10,0,0
60695,72,175,37
60696,142,407,108
60697,27,66,14
60698,86,140,36
60699,34,0,0
60700,86,144,36
60701,9,27,7
60702,3,2,1
60703,7,8,1
60704,34,0,0
60705,2,0,0
60706,41,72,16
